year,regime,variant,rule,N,mean_return,median_return,win_rate,p_loss5,p_loss10,p_plus10,p_plus20,p_plus30,avg_holding_days,median_holding_days,early_exit_rate,winner10_retained,winner20_retained,winner30_retained,right_tail_capture,mean_trade_max_drawdown,false_exit_10d,recovery_above_peak_5d,recovery_above_peak_10d
2024,NORMAL,B_NORMAL_MOMENTUM,MA20_2D,5774.0,0.0003617594449427634,-0.040394587650046415,0.3070661586421891,0.4310703152060963,0.15535157603048147,0.15206096293730517,0.08278489781780395,0.047107724281260824,13.386387253204019,14.0,0.7310356771735366,0.7862318840579711,0.8548387096774194,0.9006622516556292,0.8426332995253688,-0.07034896655848286,0.28642501776830137,0.12698412698412698,0.22340677564558162
2025,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,5955.0,0.03621838571506793,0.0012995609756097613,0.5036104114189757,0.31469353484466833,0.13753148614609573,0.21074727120067172,0.11670864819479429,0.07556675062972293,12.694038623005877,15.0,0.6770780856423174,0.6119700748129676,0.7159209157127991,0.8115942028985508,0.7523804803556998,-0.06783187359658341,0.31572420634920634,0.34226190476190477,0.4322916666666667
2021,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,5997.0,0.03201776268966512,-0.025895046413502074,0.42954810738702687,0.42704685676171417,0.24428881107220277,0.2306153076538269,0.14657328664332167,0.09738202434550608,14.7983991995998,18.0,0.6224779056194764,0.7845975680370585,0.8285984848484849,0.8738738738738738,0.8557188450737478,-0.08276795325750651,0.4109295472810072,0.1623359228502545,0.22153763728904366
2023,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,3519.0,0.034047018672537795,-0.027739970310391358,0.41830065359477125,0.42028985507246375,0.19210002841716398,0.23955669224211423,0.1423699914748508,0.08780903665814152,16.25035521454959,19.0,0.5552713839158852,0.9042437431991295,0.9362101313320825,0.9507692307692308,0.9198132765076837,-0.06879911615627693,0.2998976458546571,0.08034800409416581,0.15097236438075742
2024,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,5040.0,0.02632197020652215,-0.03119772655728967,0.4001984126984127,0.42857142857142855,0.21825396825396826,0.21964285714285714,0.1357142857142857,0.08551587301587302,14.930753968253969,17.0,0.6376984126984127,0.8543307086614174,0.898936170212766,0.9265658747300216,0.9050967791169489,-0.07636791601640319,0.3565650280024891,0.126633478531425,0.19819539514623521
2026,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,4951.0,0.0759524658523155,-0.020563765765765716,0.45122197535851344,0.41345182791355284,0.2260149464754595,0.3070086851141184,0.2201575439305191,0.15693799232478287,15.563118561906686,18.0,0.5829125429206221,0.8686809994189425,0.9026622296173045,0.9192399049881235,0.9143220358701941,-0.08209586405112414,0.42065142065142064,0.12404712404712405,0.21136521136521136
2022,LIMIT_UP,A1_ALL_LOCKED,MA20_3D,3464.0,0.002178837426323037,-0.041342850498338884,0.3648960739030023,0.4630484988452656,0.22806004618937645,0.17494226327944573,0.09786374133949191,0.05369515011547344,14.699480369515012,17.0,0.6466512702078522,0.8158253751705321,0.8596938775510204,0.9029126213592233,0.8605397552383311,-0.07905080742325672,0.30714285714285716,0.10044642857142858,0.15714285714285714
2023,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,905.0,0.028118538867055405,-0.037406695652173944,0.4066298342541437,0.4607734806629834,0.2883977900552486,0.2718232044198895,0.1734806629834254,0.10939226519337017,16.61988950276243,19.0,0.574585635359116,0.9022556390977443,0.9512195121951219,0.9705882352941176,0.9411888578331721,-0.09112785021020568,0.38076923076923075,0.07884615384615384,0.1519230769230769
2021,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,2078.0,0.029757282676965476,-0.0406583638857623,0.4066410009624639,0.4773820981713186,0.32146294513955725,0.25745909528392685,0.1645813282001925,0.1126082771896054,15.20259865255053,17.0,0.6443695861405198,0.7938931297709924,0.8162291169451074,0.8666666666666667,0.8538484929379686,-0.10171183101104776,0.45780433159073936,0.12247946228528753,0.17625093353248694
2022,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,993.0,-0.0008897667040711001,-0.05504925628140703,0.351460221550856,0.5156092648539778,0.3121852970795569,0.1973816717019134,0.12386706948640483,0.07653575025176233,15.060422960725075,16.0,0.6616314199395771,0.8311688311688312,0.8776978417266187,0.9047619047619048,0.8792272645667416,-0.09906911445825317,0.3774733637747336,0.0928462709284627,0.1506849315068493
2025,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,1506.0,0.04157921114030647,-0.01619174668786447,0.4541832669322709,0.37782204515272244,0.21713147410358566,0.2742363877822045,0.17463479415670652,0.11221779548472775,15.182602921646746,18.0,0.5903054448871182,0.8019607843137255,0.8469055374592834,0.8894736842105263,0.8502399786756909,-0.08149827041008144,0.40382452193475815,0.172103487064117,0.2643419572553431
2026,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,2054.0,0.09921600374113271,-0.008374010468035407,0.4873417721518987,0.4089581304771178,0.2736124634858812,0.3602726387536514,0.27069133398247325,0.20009737098344693,16.268743914313536,19.0,0.5540408958130477,0.8836363636363637,0.9172185430463576,0.9297052154195011,0.9288328558748111,-0.09471962675146632,0.4929701230228471,0.12390158172231985,0.21528998242530756
2024,LIMIT_UP,A2_HIST2_LOCKED,MA20_3D,1605.0,0.018311159612118908,-0.05214648484848486,0.37009345794392523,0.5059190031152648,0.31277258566978194,0.23800623052959502,0.15202492211838006,0.10342679127725857,15.606853582554518,17.0,0.6404984423676012,0.8767441860465116,0.9242424242424242,0.9595375722543352,0.9304078809291841,-0.09831527523703795,0.41342412451361865,0.08463035019455253,0.1546692607003891
2025,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,783.0,0.06633927138611939,0.047833578947368366,0.7739463601532567,0.10217113665389528,0.034482758620689655,0.210727969348659,0.06513409961685823,0.038314176245210725,7.395913154533845,3.0,0.8352490421455939,0.3712121212121212,0.3246753246753247,0.47619047619047616,0.5569147186256744,-0.04980471388500921,0.3012232415902141,0.6804281345565749,0.8058103975535168
2024,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,184.0,0.1422021357804395,0.02848916528162501,0.5543478260869565,0.266304347826087,0.09239130434782608,0.40217391304347827,0.2826086956521739,0.21195652173913043,16.456521739130434,20.0,0.4945652173913043,0.922077922077922,0.9615384615384616,0.9743589743589743,0.9388568343762476,-0.029145965436832712,0.2967032967032967,0.10989010989010989,0.18681318681318682
2022,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,140.0,0.07023716606546662,0.023621622722314686,0.5428571428571428,0.2785714285714286,0.1357142857142857,0.2857142857142857,0.15714285714285714,0.11428571428571428,15.821428571428571,20.0,0.5142857142857142,0.8695652173913043,0.8461538461538461,0.8421052631578947,0.8983758347856642,-0.03737869470348776,0.375,0.1388888888888889,0.19444444444444445
2023,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,140.0,0.11239826740354036,0.05135687448088441,0.5928571428571429,0.25,0.15,0.38571428571428573,0.2857142857142857,0.18571428571428572,17.535714285714285,20.0,0.42142857142857143,0.9473684210526315,0.9512195121951219,0.9629629629629629,0.7945090583170167,-0.024792295334239083,0.23728813559322035,0.0847457627118644,0.1016949152542373
2026,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,267.0,0.11490231540274842,0.03160046743295028,0.5655430711610487,0.30337078651685395,0.1348314606741573,0.39325842696629215,0.23595505617977527,0.15355805243445692,16.471910112359552,20.0,0.5243445692883895,0.9107142857142857,0.8714285714285714,0.8913043478260869,0.9066882677188959,-0.048734367073352505,0.38571428571428573,0.14285714285714285,0.21428571428571427
2021,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,MA20_3D,236.0,0.13175110627328826,0.0131402986686627,0.5254237288135594,0.3177966101694915,0.1652542372881356,0.3220338983050847,0.2457627118644068,0.18220338983050846,16.110169491525422,20.0,0.5211864406779662,0.9024390243902439,0.9508196721311475,0.9772727272727273,0.9400128737716116,-0.043298115881221684,0.4065040650406504,0.056910569105691054,0.12195121951219512
2021,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,6890.0,0.01447971214210416,-0.027633162900309514,0.3760522496371553,0.37924528301886795,0.16850507982583454,0.18722786647314948,0.10029027576197387,0.057039187227866474,15.636139332365747,19.0,0.5685050798258345,0.9008438818565401,0.9176626826029216,0.9515738498789347,0.9240702340942493,-0.07555352770060884,0.2724023487362778,0.11922389583865203,0.20372734235384224
2022,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,4943.0,-0.011118469201926013,-0.033975718832891216,0.3329961561804572,0.4106817722031155,0.16042888933845842,0.12239530649403196,0.04673275338863039,0.023669836131903703,14.86162249645964,16.0,0.641513251062108,0.8612303290414879,0.905511811023622,0.8863636363636364,0.8737729802022488,-0.07102738276377064,0.21444339325134026,0.09744560075685904,0.16367076631977295
2023,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,5484.0,0.015745237981245983,-0.02331651851851849,0.4020787746170678,0.33388037928519326,0.11032093362509117,0.17432530999270604,0.08296863603209337,0.043946024799416485,16.041940189642595,19.0,0.5698395331874544,0.9005681818181818,0.9360824742268041,0.9341085271317829,0.9077578419334374,-0.06020844989796141,0.23136,0.11392,0.1952
2025,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,6120.0,0.010308398846645826,-0.023889326457301605,0.3712418300653595,0.34362745098039216,0.12124183006535948,0.16029411764705884,0.08235294117647059,0.045098039215686274,15.409967320261439,17.0,0.64640522875817,0.8802177858439202,0.9212454212454212,0.9517241379310345,0.9172376029716168,-0.06259314466005762,0.2019716885743175,0.10364004044489383,0.17391304347826086
2026,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,3580.0,0.031083089693757716,-0.04197765807155515,0.3715083798882682,0.464804469273743,0.22849162011173185,0.23491620111731842,0.15446927374301675,0.10614525139664804,15.215921787709497,17.0,0.6282122905027933,0.8390342052313883,0.8848,0.9223300970873787,0.88660002703472,-0.08988580536558044,0.3748332592263228,0.12761227212094264,0.22143174744330812
2024,NORMAL,B_NORMAL_MOMENTUM,MA20_3D,5774.0,0.0018753667608961703,-0.04104581016085365,0.3304468306200208,0.44423276757880154,0.17855905784551437,0.16470384482161413,0.08711465188777277,0.048839625909248355,14.67925181849671,16.0,0.6537928645652927,0.8577898550724637,0.899641577060932,0.9337748344370861,0.8961725415583716,-0.07609380491435261,0.27947019867549666,0.10754966887417218,0.1947019867549669
2025,LIMIT_UP,A1_ALL_LOCKED,STOP_5,5955.0,0.04991548682110518,-0.023345140649149974,0.46616288832913516,0.40520570948782536,0.05491183879093199,0.2864819479429051,0.14005037783375315,0.08211586901763224,13.658774139378673,20.0,0.47842149454240135,0.8508728179551123,0.8678459937565036,0.8858695652173914,0.8693070609199346,-0.05533418819707607,0.365040365040365,0.19445419445419446,0.29238329238329236
2021,LIMIT_UP,A1_ALL_LOCKED,STOP_5,5997.0,0.03930759300828837,-0.05156058992805759,0.35917958979489745,0.5107553776888444,0.09571452392863099,0.22761380690345173,0.14457228614307155,0.09404702351175588,12.112889778222444,13.0,0.5877938969484743,0.7903879559930516,0.8210227272727273,0.8468468468468469,0.8338483300524209,-0.05842493374464785,0.38893617021276594,0.16425531914893618,0.2521985815602837
2023,LIMIT_UP,A1_ALL_LOCKED,STOP_5,3519.0,0.029921494174630543,-0.05109429629629628,0.3452685421994885,0.5095197499289571,0.061381074168797956,0.20801364023870417,0.12418300653594772,0.07871554418868996,12.29894856493322,13.0,0.5794259732878658,0.7965179542981502,0.8198874296435272,0.8523076923076923,0.8222270701316388,-0.0512490823536083,0.3393820500245218,0.15007356547327122,0.23442864149092693
2024,LIMIT_UP,A1_ALL_LOCKED,STOP_5,5040.0,0.02818053302147749,-0.05342207955016601,0.3343253968253968,0.530952380952381,0.08055555555555556,0.20595238095238094,0.12738095238095237,0.08115079365079365,12.326190476190476,13.0,0.594047619047619,0.8173228346456692,0.8537234042553191,0.8833693304535637,0.8604284292728935,-0.05697421416983028,0.3623914495657983,0.15130260521042085,0.24415497661990648
2026,LIMIT_UP,A1_ALL_LOCKED,STOP_5,4951.0,0.06327527281467284,-0.05025254545454541,0.3445768531609776,0.5033326600686729,0.08988083215512017,0.2524742476267421,0.18662896384568775,0.13835588769945464,11.794990910927085,11.0,0.6168450818016562,0.726321905868681,0.7687188019966722,0.8135391923990499,0.7936402815703218,-0.06092209504864606,0.4793713163064833,0.20530451866404714,0.3333333333333333
2022,LIMIT_UP,A1_ALL_LOCKED,STOP_5,3464.0,0.0052747877601021795,-0.05479799999999993,0.2924364896073903,0.5487875288683602,0.08342956120092379,0.16570438799076212,0.09266743648960739,0.048787528868360276,11.513568129330254,10.0,0.6463625866050808,0.7830832196452933,0.8188775510204082,0.8203883495145631,0.8147879866405883,-0.05989105736944929,0.3278249218401072,0.1478338543992854,0.22286735149620365
2023,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,905.0,0.02640646464192549,-0.05466676640419946,0.3138121546961326,0.5502762430939226,0.09723756906077348,0.2265193370165746,0.14585635359116023,0.09502762430939227,11.387845303867403,10.0,0.63646408839779,0.7706766917293233,0.8048780487804879,0.8431372549019608,0.8107216742217317,-0.06072064340904473,0.4375,0.1753472222222222,0.265625
2021,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,2078.0,0.04061123479161976,-0.05499576729127528,0.3262752646775746,0.5389797882579404,0.13570741097208855,0.23484119345524543,0.15399422521655437,0.10587102983638114,11.433589990375362,10.0,0.638594802694899,0.7450381679389313,0.7637231503579952,0.8148148148148148,0.8065534703280224,-0.06611385837810196,0.46571213262999245,0.17558402411454407,0.26752072343632255
2022,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,993.0,0.004941630511843183,-0.057859224489795996,0.24874118831822759,0.594159113796576,0.11782477341389729,0.1691842900302115,0.10976837865055387,0.06948640483383686,10.328298086606244,8.0,0.7129909365558912,0.7272727272727273,0.7841726618705036,0.8214285714285714,0.792930906702548,-0.06723847295805989,0.4180790960451977,0.17796610169491525,0.269774011299435
2025,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,1506.0,0.042433449418446643,-0.04779917758118982,0.37782204515272244,0.48273572377158036,0.09428950863213811,0.2596281540504648,0.16533864541832669,0.10823373173970784,12.122177954847277,12.0,0.5803452855245684,0.7666666666666667,0.8110749185667753,0.8578947368421053,0.8138721408648856,-0.05909380337349042,0.4439359267734554,0.2345537757437071,0.32494279176201374
2026,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,2054.0,0.07828538406074392,-0.050812576743286125,0.34615384615384615,0.5077896786757546,0.12074001947419669,0.2736124634858812,0.21421616358325218,0.1679649464459591,11.426484907497565,10.0,0.631937682570594,0.6812121212121212,0.7284768211920529,0.782312925170068,0.764984093893378,-0.06468500887887463,0.5824345146379045,0.2580893682588598,0.3975346687211094
2024,LIMIT_UP,A2_HIST2_LOCKED,STOP_5,1605.0,0.021877588516542337,-0.05742957894736847,0.28473520249221185,0.5763239875389408,0.1102803738317757,0.20062305295950156,0.13271028037383178,0.09283489096573208,11.115264797507788,9.0,0.6735202492211838,0.7488372093023256,0.8068181818181818,0.861271676300578,0.8139858610964944,-0.06485422618121596,0.4246068455134135,0.17668825161887142,0.27474560592044406
2025,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,783.0,0.11218818863994567,0.09534713788098678,0.7675606641123882,0.16347381864623245,0.02937420178799489,0.4827586206896552,0.19029374201787994,0.07790549169859515,17.563218390804597,20.0,0.1966794380587484,0.9545454545454546,0.9675324675324676,0.9682539682539683,0.9619448190204515,-0.04884442796339664,0.4935064935064935,0.2077922077922078,0.3116883116883117
2024,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,184.0,0.14162689283371127,0.007944136555427552,0.5108695652173914,0.3967391304347826,0.059782608695652176,0.3858695652173913,0.2826086956521739,0.21195652173913043,14.744565217391305,20.0,0.41304347826086957,0.922077922077922,1.0,1.0,0.9731665631819821,-0.023668911722237795,0.3684210526315789,0.18421052631578946,0.23684210526315788
2022,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,140.0,0.06855052216678487,-0.0014901037140249464,0.4785714285714286,0.37142857142857144,0.08571428571428572,0.2642857142857143,0.15,0.11428571428571428,14.65,20.0,0.4357142857142857,0.8043478260869565,0.8076923076923077,0.8421052631578947,0.8620291490044422,-0.03157873558310047,0.2786885245901639,0.09836065573770492,0.13114754098360656
2023,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,140.0,0.11772483031230056,0.0437141412803532,0.6142857142857143,0.2785714285714286,0.06428571428571428,0.38571428571428573,0.2785714285714286,0.18571428571428572,16.22142857142857,20.0,0.3,0.9473684210526315,0.9512195121951219,0.9629629629629629,0.7869641104547136,-0.018233367509915537,0.19047619047619047,0.09523809523809523,0.09523809523809523
2026,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,267.0,0.11391816198202992,0.00021034724540899483,0.50187265917603,0.3895131086142322,0.056179775280898875,0.37453183520599254,0.23595505617977527,0.16104868913857678,14.790262172284644,20.0,0.4419475655430712,0.8928571428571429,0.9,0.9347826086956522,0.8964874651728029,-0.0371404567054475,0.4067796610169492,0.1440677966101695,0.2457627118644068
2021,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_5,236.0,0.13990645444102082,-0.00047941689571687554,0.5,0.3771186440677966,0.09322033898305085,0.3135593220338983,0.23728813559322035,0.17796610169491525,14.423728813559322,20.0,0.4364406779661017,0.9024390243902439,0.9180327868852459,0.9545454545454546,0.9579704068876039,-0.02864415845607129,0.39805825242718446,0.07766990291262135,0.17475728155339806
2021,NORMAL,B_NORMAL_MOMENTUM,STOP_5,6890.0,0.014424486163881946,-0.04704192677591443,0.34963715529753264,0.47779390420899853,0.07198838896952105,0.1676342525399129,0.08911465892597968,0.04934687953555878,13.13701015965167,17.0,0.5412191582002903,0.8122362869198312,0.8154050464807437,0.8232445520581114,0.8221986762711175,-0.059055508586180194,0.29793510324483774,0.14802896218825423,0.23759721104853848
2022,NORMAL,B_NORMAL_MOMENTUM,STOP_5,4943.0,-0.011510099825171066,-0.05191841884816764,0.30588711308921707,0.5154764313170139,0.062310337851507185,0.112482298199474,0.04106817722031155,0.020230629172567266,12.871535504754197,14.0,0.5785959943354239,0.7954220314735336,0.7992125984251969,0.7575757575757576,0.7873830360752245,-0.058644199287784235,0.25314685314685315,0.12797202797202797,0.21503496503496503
2023,NORMAL,B_NORMAL_MOMENTUM,STOP_5,5484.0,0.012287265172767528,-0.040931125658527606,0.38074398249452956,0.4449307075127644,0.04230488694383661,0.15900802334062727,0.07512764405543398,0.04011670313639679,14.084792122538293,20.0,0.49161196207148067,0.8257575757575758,0.8494845360824742,0.8527131782945736,0.8208940558782353,-0.05162091433512878,0.28078635014836795,0.15281899109792285,0.24777448071216618
2025,NORMAL,B_NORMAL_MOMENTUM,STOP_5,6120.0,0.00573753272615323,-0.04663104962056733,0.3341503267973856,0.4714052287581699,0.047058823529411764,0.14526143790849674,0.07107843137254902,0.039052287581699346,13.919607843137255,18.0,0.5320261437908497,0.8067150635208712,0.7967032967032966,0.8241379310344827,0.8194081214787579,-0.053944440942175265,0.26259213759213756,0.13482800982800983,0.22665847665847666
2026,NORMAL,B_NORMAL_MOMENTUM,STOP_5,3580.0,0.019179798663024824,-0.05479800000000004,0.2877094972067039,0.5458100558659218,0.09134078212290503,0.18268156424581006,0.11871508379888268,0.0824022346368715,11.074581005586593,9.0,0.6645251396648044,0.6579476861167002,0.68,0.7160194174757282,0.692595662429907,-0.06778030284485456,0.42202606137032367,0.20849096258932326,0.3400588482555696
2024,NORMAL,B_NORMAL_MOMENTUM,STOP_5,5774.0,0.00263952844609064,-0.05340911111111116,0.2952892275718739,0.5400069276065119,0.06113612746795982,0.1485971596813301,0.07914790439903013,0.04399030135088327,12.156737097332872,12.0,0.6148250779355733,0.7771739130434783,0.8189964157706093,0.8410596026490066,0.8065983439351101,-0.061069775239504166,0.2923943661971831,0.14309859154929577,0.2540845070422535
2025,LIMIT_UP,A1_ALL_LOCKED,STOP_7,5955.0,0.05235973057486296,0.007547679012345512,0.5148614609571789,0.39680940386230057,0.10226700251889169,0.3062972292191436,0.1486146095717884,0.08614609571788413,15.42031905961377,20.0,0.38052057094878255,0.9097256857855361,0.9209157127991675,0.9293478260869565,0.922425467030884,-0.06266575991098827,0.3609885260370697,0.14474845542806708,0.22859664607237423
2021,LIMIT_UP,A1_ALL_LOCKED,STOP_7,5997.0,0.039949404437129535,-0.05771523202170972,0.39919959979989994,0.5214273803568451,0.1617475404368851,0.247957311989328,0.15541103885275973,0.09938302484575622,13.821744205436051,20.0,0.5042521260630315,0.8610306890561668,0.8825757575757576,0.8948948948948949,0.8869476752728228,-0.06719726957062207,0.3816137566137566,0.12202380952380952,0.19973544973544974
2023,LIMIT_UP,A1_ALL_LOCKED,STOP_7,3519.0,0.03287568636217684,-0.050141137254901796,0.3893151463483944,0.5001420858198352,0.10542767831770389,0.22762148337595908,0.13526570048309178,0.08525149190110827,14.36999147485081,20.0,0.47144075021312876,0.8715995647442872,0.8930581613508443,0.9230769230769231,0.8883991068225142,-0.058513522697623284,0.325497287522604,0.11271850512356842,0.19288728149487644
2024,LIMIT_UP,A1_ALL_LOCKED,STOP_7,5040.0,0.02735728082305322,-0.06179951176696227,0.37063492063492065,0.5347222222222222,0.14444444444444443,0.21984126984126984,0.1353174603174603,0.08511904761904762,14.13968253968254,20.0,0.5037698412698413,0.8724409448818897,0.9069148936170213,0.9265658747300216,0.9064970761934387,-0.06589658423194229,0.35407640803465934,0.10161480897991335,0.19023237495076803
2026,LIMIT_UP,A1_ALL_LOCKED,STOP_7,4951.0,0.06602917878117114,-0.05946037942122198,0.3853766915774591,0.5358513431629974,0.16138153908301353,0.27852958998182187,0.20420117148050898,0.14906079579882853,13.483336699656634,17.0,0.5340335285800848,0.8012783265543288,0.8410981697171381,0.8764845605700713,0.8563471105271252,-0.07038145157694355,0.48373676248108927,0.17397881996974282,0.28857791225416035
2022,LIMIT_UP,A1_ALL_LOCKED,STOP_7,3464.0,0.004154669165270126,-0.06462705982905989,0.33429561200923785,0.5649538106235565,0.15704387990762125,0.1798498845265589,0.09930715935334873,0.05282909930715935,13.520496535796767,17.0,0.5435912240184757,0.849931787175989,0.8775510204081632,0.8883495145631068,0.8750825739525269,-0.06932882776853869,0.3117365905469995,0.10355815188528943,0.16250663834306958
2023,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,905.0,0.027960727767024907,-0.06674490265486724,0.3546961325966851,0.5668508287292817,0.1734806629834254,0.24861878453038674,0.16022099447513813,0.10276243093922652,13.279558011049724,16.0,0.5558011049723757,0.8458646616541353,0.8841463414634146,0.9117647058823529,0.8810260929035683,-0.06946616892694754,0.4194831013916501,0.12922465208747516,0.220675944333996
2021,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,2078.0,0.039617562613914,-0.06928746947480671,0.3604427333974976,0.5822906641000962,0.21270452358036573,0.2564966313763234,0.1660250240615977,0.1126082771896054,12.892204042348412,15.0,0.5741097208854667,0.8137404580152672,0.8233890214797136,0.8666666666666667,0.8563064939933981,-0.0759974696495735,0.46018440905280805,0.15423302598491198,0.2363788767812238
2022,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,993.0,0.002005791721839849,-0.07083573584905659,0.283987915407855,0.6273917421953675,0.2084592145015106,0.18328298086606243,0.11681772406847936,0.0755287009063444,12.321248741188318,12.0,0.6203423967774421,0.7878787878787878,0.8345323741007195,0.8928571428571429,0.8460592909068788,-0.07793511590546658,0.39935064935064934,0.1266233766233766,0.21103896103896103
2025,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,1506.0,0.04499060331509114,-0.04660048184365531,0.4302788844621514,0.49269588313413015,0.15869853917662682,0.2868525896414343,0.17729083665338646,0.11288180610889774,13.871845949535192,20.0,0.4900398406374502,0.8470588235294118,0.8697068403908795,0.8947368421052632,0.875001351627231,-0.06783160887269182,0.462059620596206,0.1937669376693767,0.2682926829268293
2026,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,2054.0,0.08162634637238872,-0.0617558338502808,0.38412852969815,0.5438169425511198,0.2059396299902629,0.30331061343719573,0.2370983446932814,0.18111002921129504,12.856864654333009,15.0,0.5613437195715677,0.7551515151515151,0.8062913907284768,0.8435374149659864,0.8252139863271001,-0.07490399505644457,0.5871639202081527,0.23070251517779705,0.3590633130962706
2024,LIMIT_UP,A2_HIST2_LOCKED,STOP_7,1605.0,0.018966797298234146,-0.07293796316758741,0.32149532710280376,0.6186915887850467,0.2043613707165109,0.21869158878504674,0.1426791277258567,0.09844236760124611,12.773831775700934,14.0,0.6062305295950156,0.8162790697674419,0.8674242424242424,0.9132947976878613,0.8665014458461755,-0.07575351001901107,0.41623843782117165,0.12332990750256938,0.21788283658787255
2025,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,783.0,0.11671698739372363,0.09769101903367491,0.8045977011494253,0.13793103448275862,0.03065134099616858,0.4929757343550447,0.19284802043422733,0.07918263090676884,18.413793103448278,20.0,0.13793103448275862,0.9747474747474747,0.9805194805194806,0.9841269841269841,0.9778591883515307,-0.05058937207693313,0.39814814814814814,0.1574074074074074,0.25925925925925924
2024,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,184.0,0.1390143173506682,0.013319610001938233,0.5217391304347826,0.3858695652173913,0.09239130434782608,0.3858695652173913,0.2826086956521739,0.21195652173913043,15.967391304347826,20.0,0.34782608695652173,0.922077922077922,1.0,1.0,0.9731665631819821,-0.027898689837173352,0.375,0.15625,0.203125
2022,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,140.0,0.06977734926067161,0.009106305942992745,0.5071428571428571,0.35,0.11428571428571428,0.2857142857142857,0.16428571428571428,0.12142857142857143,16.0,20.0,0.36428571428571427,0.8695652173913043,0.8846153846153846,0.8947368421052632,0.9092207055897504,-0.037556372276104026,0.3137254901960784,0.0784313725490196,0.11764705882352941
2023,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,140.0,0.1153244774596174,0.0437141412803532,0.6142857142857143,0.29285714285714287,0.07857142857142857,0.38571428571428573,0.2785714285714286,0.18571428571428572,16.87142857142857,20.0,0.2714285714285714,0.9473684210526315,0.9512195121951219,0.9629629629629629,0.7869641104547136,-0.02159426883692307,0.21052631578947367,0.05263157894736842,0.05263157894736842
2026,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,267.0,0.11478470665862171,0.0037126382978723525,0.5131086142322098,0.4044943820224719,0.10486891385767791,0.3857677902621723,0.24719101123595505,0.16853932584269662,16.05243445692884,20.0,0.36704119850187267,0.9196428571428571,0.9428571428571428,0.9782608695652174,0.9388364525705584,-0.0444845906135701,0.4387755102040816,0.1326530612244898,0.23469387755102042
2021,LIMIT_UP,A3_NEAR_LIMIT_LOCKED,STOP_7,236.0,0.13659571498364856,0.006688054709241133,0.5169491525423728,0.3983050847457627,0.16101694915254236,0.3220338983050847,0.2457627118644068,0.18220338983050846,15.576271186440678,20.0,0.3686440677966102,0.926829268292683,0.9508196721311475,0.9772727272727273,0.9704576894193364,-0.03603260961900526,0.4482758620689655,0.034482758620689655,0.14942528735632185
2021,NORMAL,B_NORMAL_MOMENTUM,STOP_7,6890.0,0.014573857044216135,-0.0411438513943764,0.38505079825834543,0.47677793904209,0.1297532656023222,0.18287373004354138,0.09666182873730043,0.05355587808417997,15.025979680696661,20.0,0.43686502177068215,0.8860759493670886,0.8844621513944223,0.8934624697336562,0.8869706297125117,-0.06707589334350515,0.29601328903654484,0.1026578073089701,0.17674418604651163
